donor_id,donor_name,donor_type,city,state,email,phone,acquisition_date,acquisition_channel,age_group,gender,occupation,wealth_score,engagement_score,is_major_donor,is_recurring,communication_preference,opted_out
D01116,Emily Harris,Individual,Canberra,ACT,donor1116@email.com,0486854285,2020-08-25,Recurring,46-55,Non-binary,Retired,69.3,24.9,0,1,Phone,0
D01117,Abigail Martin Estate,Bequest,Darwin,NT,donor1117@email.com,0423624482,2020-07-19,Online,N/A,N/A,N/A,43.6,44.0,0,0,Phone,0
D01118,Zoey Morales,Individual,Hobart,TAS,donor1118@email.com,0433057873,2020-09-08,Email,26-35,Female,Arts,54.1,28.4,0,1,Email,0
D01119,Abigail Brown,Individual,Geelong,VIC,donor1119@email.com,0447483931,2021-09-15,Online,46-55,Female,Retired,63.2,21.8,0,0,Any,0
D01120,Anderson Enterprises,Corporate,Sydney,NSW,donor1120@email.com,0410076959,2020-02-13,Recurring,N/A,N/A,N/A,67.8,60.0,0,0,Any,0
D01121,Lily Reed,Individual,Mount Gambier,SA,donor1121@email.com,0464384837,2021-09-12,Event,56-65,Prefer not to say,Arts,16.3,27.7,0,1,Any,0
D01122,James White,Individual,Darwin,NT,donor1122@email.com,0413204562,2021-02-26,Online,18-25,Non-binary,Education,37.5,64.2,0,0,Phone,0
D01123,Jacob Nelson,Individual,Brisbane,QLD,donor1123@email.com,0468925077,2020-05-25,Event,56-65,Female,Education,64.3,51.8,0,0,Any,0
D01124,Henry Baker,Individual,Hobart,TAS,donor1124@email.com,0449650344,2020-05-29,Online,26-35,Prefer not to say,Professional,86.1,15.9,1,0,Mail,0
D01125,Mount Gambier City Council,Government,Mount Gambier,SA,donor1125@email.com,0478794840,2020-03-20,Email,N/A,N/A,N/A,34.7,36.5,0,0,Email,1
D01126,Owen Jackson,Individual,Darwin,NT,donor1126@email.com,0418037892,2020-05-29,Peer-to-Peer,36-45,Female,Professional,49.1,17.9,0,0,Phone,0
D01127,Lily Scott,Individual,Adelaide,SA,donor1127@email.com,0488600742,2020-10-18,Recurring,56-65,Prefer not to say,Technology,25.7,83.1,0,0,Any,0
D01128,Williams Enterprises,Corporate,Canberra,ACT,donor1128@email.com,0430579604,2022-01-16,Social Media,N/A,N/A,N/A,49.8,20.3,0,1,Any,0
D01129,Cruz Holdings,Corporate,Hobart,TAS,donor1129@email.com,0461524781,2022-02-19,Online,N/A,N/A,N/A,57.6,44.4,0,0,Phone,0
D01130,Harper Jackson,Individual,Perth,WA,donor1130@email.com,0444245368,2022-06-23,Social Media,46-55,Female,Finance,64.6,75.6,0,1,Phone,0
D01131,James Thompson,Individual,Ballarat,VIC,donor1131@email.com,0420733328,2020-06-18,Online,65+,Prefer not to say,Business Owner,70.8,36.7,0,1,Mail,0
D01132,Thompson Foundation,Foundation,Adelaide,SA,donor1132@email.com,0454372362,2021-07-15,Recurring,N/A,N/A,N/A,78.2,20.6,0,0,Mail,0
D01133,Rogers Foundation,Foundation,Cairns,QLD,donor1133@email.com,0446532526,2020-08-19,Email,N/A,N/A,N/A,58.5,25.5,0,0,Mail,0
D01134,David Ortiz,Individual,Mount Gambier,SA,donor1134@email.com,0443385051,2022-05-14,Recurring,36-45,Male,Retired,58.6,1.0,0,0,Phone,1
D01135,Lily Green,Individual,Adelaide,SA,donor1135@email.com,0498970561,2020-06-15,Online,56-65,Non-binary,Education,15.1,7.5,0,0,Mail,1
D01136,Hannah Taylor,Individual,Geelong,VIC,donor1136@email.com,0476016435,2021-01-14,Direct Mail,46-55,Prefer not to say,Professional,60.8,62.4,0,1,Any,0
D01137,Sebastian Allen,Individual,Mount Gambier,SA,donor1137@email.com,0423510334,2020-11-30,Online,26-35,Female,Technology,17.4,22.9,0,0,Email,0
D01138,Mia Ramos,Individual,Canberra,ACT,donor1138@email.com,0459226631,2020-06-30,Online,65+,Female,Professional,66.3,54.2,0,1,Mail,0
D01139,Victoria Scott,Individual,Ballarat,VIC,donor1139@email.com,0435803109,2020-02-10,Online,18-25,Male,Other,22.1,19.5,0,1,Any,0
D01140,Chloe Parker,Individual,Darwin,NT,donor1140@email.com,0431125070,2020-03-07,Direct Mail,56-65,Male,Other,12.0,61.5,0,0,Email,0
D01141,Williams Services,Corporate,Gold Coast,QLD,donor1141@email.com,0470734656,2021-11-11,Social Media,N/A,N/A,N/A,61.8,74.1,0,0,Mail,0
D01142,Sebastian Gutierrez,Individual,Mount Gambier,SA,donor1142@email.com,0417885034,2020-06-01,Online,36-45,Non-binary,Healthcare,48.4,43.4,0,0,Email,0
D01143,Isabella Allen,Individual,Hobart,TAS,donor1143@email.com,0496477961,2021-05-08,Online,36-45,Non-binary,Other,40.6,55.1,0,1,Mail,1
D01144,Brisbane City Council,Government,Brisbane,QLD,donor1144@email.com,0418865799,2021-01-07,Recurring,N/A,N/A,N/A,57.2,63.6,0,0,Mail,0
D01145,Anthony Gutierrez,Individual,Darwin,NT,donor1145@email.com,0498369598,2020-11-30,Online,65+,Non-binary,Government,49.1,10.8,0,0,Phone,0
D01146,Eleanor Garcia Estate,Bequest,Wollongong,NSW,donor1146@email.com,0442215392,2020-12-08,Corporate,N/A,N/A,N/A,74.8,91.6,0,0,Any,1
D01147,Green Pty Ltd,Corporate,Brisbane,QLD,donor1147@email.com,0492527384,2021-10-08,Social Media,N/A,N/A,N/A,38.3,67.6,0,0,Email,0
D01148,Owen Reyes,Individual,Brisbane,QLD,donor1148@email.com,0492171382,2021-06-25,Event,65+,Non-binary,Arts,77.5,48.6,0,0,Email,0
D01149,Levi Williams,Individual,Perth,WA,donor1149@email.com,0466001691,2021-10-04,Event,36-45,Non-binary,Professional,57.0,48.0,0,1,Phone,1
D01150,David Kelly,Individual,Gold Coast,QLD,donor1150@email.com,0481235095,2021-08-16,Recurring,65+,Male,Healthcare,49.6,69.6,0,0,Phone,1
D01151,Liam Adams,Individual,Hobart,TAS,donor1151@email.com,0495901983,2021-07-13,Recurring,18-25,Male,Education,53.4,48.3,0,1,Email,0
D01152,Samuel Rogers,Individual,Brisbane,QLD,donor1152@email.com,0411907415,2020-12-02,Recurring,18-25,Female,Finance,62.9,82.8,0,1,Email,0
D01153,Noah Miller Estate,Bequest,Gold Coast,QLD,donor1153@email.com,0449234073,2022-02-06,Online,N/A,N/A,N/A,48.6,34.9,0,1,Any,0
D01154,Michael Nguyen,Individual,Canberra,ACT,donor1154@email.com,0430880066,2021-12-09,Peer-to-Peer,18-25,Non-binary,Education,42.8,47.2,0,1,Email,1
D01155,Gutierrez Holdings,Corporate,Ballarat,VIC,donor1155@email.com,0477171016,2020-04-26,Peer-to-Peer,N/A,N/A,N/A,51.7,27.4,0,1,Any,0
D01156,Young Pty Ltd,Corporate,Darwin,NT,donor1156@email.com,0435407437,2020-04-04,Event,N/A,N/A,N/A,38.0,69.7,0,0,Mail,0
D01157,Michael Taylor Estate,Bequest,Ballarat,VIC,donor1157@email.com,0474248731,2021-06-18,Direct Mail,N/A,N/A,N/A,59.9,21.6,0,1,Mail,0
D01158,Adams Pty Ltd,Corporate,Mount Gambier,SA,donor1158@email.com,0435520653,2022-03-05,Social Media,N/A,N/A,N/A,55.2,34.0,0,0,Any,0
D01159,Avery Cooper Estate,Bequest,Ballarat,VIC,donor1159@email.com,0461979251,2022-03-10,Recurring,N/A,N/A,N/A,15.7,51.5,0,0,Mail,0
D01160,Daniel Smith,Individual,Geelong,VIC,donor1160@email.com,0410998284,2021-01-16,Peer-to-Peer,56-65,Non-binary,Professional,37.7,29.2,0,1,Any,0
D01161,Mason Turner,Individual,Sydney,NSW,donor1161@email.com,0493878905,2021-07-18,Recurring,26-35,Prefer not to say,Government,47.2,27.4,0,1,Mail,0
D01162,Charlotte Brown,Individual,Canberra,ACT,donor1162@email.com,0419985429,2020-06-05,Social Media,36-45,Female,Education,42.5,97.8,0,1,Mail,0
D01163,Green Pty Ltd,Corporate,Perth,WA,donor1163@email.com,0428444834,2020-10-18,Online,N/A,N/A,N/A,35.2,84.8,0,1,Email,0
D01164,Owen Wright Estate,Bequest,Sydney,NSW,donor1164@email.com,0420581573,2020-07-06,Email,N/A,N/A,N/A,26.6,34.7,0,0,Mail,0
D01165,Phillips Foundation,Foundation,Ballarat,VIC,donor1165@email.com,0484137409,2022-06-10,Email,N/A,N/A,N/A,43.9,30.5,0,1,Email,0
D01166,Eleanor Garcia,Individual,Geelong,VIC,donor1166@email.com,0488960861,2020-05-20,Telephone,65+,Non-binary,Education,94.3,75.5,1,0,Any,0
D01167,Charlotte Thompson,Individual,Adelaide,SA,donor1167@email.com,0423941705,2020-07-08,Direct Mail,26-35,Female,Business Owner,34.5,23.9,0,0,Email,0
D01168,Stella Martin,Individual,Newcastle,NSW,donor1168@email.com,0435172528,2021-08-13,Email,46-55,Male,Arts,59.6,8.4,0,0,Phone,0
D01169,Nora Jackson,Individual,Brisbane,QLD,donor1169@email.com,0446152919,2021-08-27,Online,56-65,Non-binary,Technology,27.7,67.3,0,0,Email,0
D01170,Ellie Smith,Individual,Cairns,QLD,donor1170@email.com,0496009479,2020-09-16,Online,18-25,Prefer not to say,Other,40.5,19.4,0,0,Phone,0
D01171,Ella Murphy,Individual,Geelong,VIC,donor1171@email.com,0410378180,2020-08-11,Online,18-25,Male,Finance,48.4,62.1,0,1,Email,0
D01172,Riley White,Individual,Melbourne,VIC,donor1172@email.com,0465180510,2022-03-15,Telephone,46-55,Female,Retired,63.7,66.8,0,0,Mail,0
D01173,Taylor Foundation,Foundation,Brisbane,QLD,donor1173@email.com,0498892878,2020-12-27,Online,N/A,N/A,N/A,61.2,84.2,0,0,Any,1
D01174,Liam Adams,Individual,Canberra,ACT,donor1174@email.com,0448798708,2022-05-03,Social Media,46-55,Female,Professional,70.6,60.1,0,0,Email,0
D01175,Alexander Adams,Individual,Newcastle,NSW,donor1175@email.com,0470309806,2021-04-10,Online,18-25,Prefer not to say,Arts,33.4,79.4,0,0,Mail,0
D01176,Aubrey Harris,Individual,Mount Gambier,SA,donor1176@email.com,0484054169,2021-10-22,Social Media,46-55,Female,Professional,36.0,51.6,0,0,Phone,0
D01177,Lucas Young,Individual,Adelaide,SA,donor1177@email.com,0447958563,2021-08-03,Online,65+,Non-binary,Finance,59.2,46.8,0,0,Phone,0
D01178,Natalie Smith,Individual,Wollongong,NSW,donor1178@email.com,0410196027,2022-02-27,Social Media,26-35,Male,Technology,25.6,39.2,0,0,Phone,0
D01179,Adams Holdings,Corporate,Perth,WA,donor1179@email.com,0499903903,2020-10-05,Recurring,N/A,N/A,N/A,25.9,31.9,0,1,Mail,0
D01180,Ella Wright,Individual,Darwin,NT,donor1180@email.com,0467824109,2020-09-03,Corporate,18-25,Non-binary,Technology,27.2,44.1,0,1,Email,0
D01181,Harper Harris,Individual,Sydney,NSW,donor1181@email.com,0483627558,2021-07-01,Corporate,46-55,Male,Healthcare,57.8,49.8,0,0,Phone,0
D01182,Lucas Williams,Individual,Brisbane,QLD,donor1182@email.com,0438062838,2020-10-14,Event,36-45,Male,Other,23.8,8.9,0,0,Phone,0
D01183,Gutierrez Foundation,Foundation,Ballarat,VIC,donor1183@email.com,0415928471,2022-02-03,Recurring,N/A,N/A,N/A,26.7,19.3,0,0,Mail,0
D01184,Melbourne City Council,Government,Melbourne,VIC,donor1184@email.com,0423434328,2020-08-09,Corporate,N/A,N/A,N/A,61.8,1.0,0,0,Phone,1
D01185,Dylan Ramos,Individual,Cairns,QLD,donor1185@email.com,0486732842,2020-01-28,Recurring,36-45,Prefer not to say,Arts,46.1,1.0,0,0,Mail,0
D01186,Sophia Morales,Individual,Wollongong,NSW,donor1186@email.com,0440282898,2020-10-29,Online,26-35,Female,Healthcare,21.4,59.0,0,0,Email,0
D01187,David Cooper,Individual,Brisbane,QLD,donor1187@email.com,0411023114,2022-05-03,Recurring,65+,Prefer not to say,Retired,68.4,33.5,0,0,Email,0
D01188,Michael White,Individual,Canberra,ACT,donor1188@email.com,0479828365,2020-08-22,Online,18-25,Female,Finance,46.3,35.7,0,1,Mail,0
D01189,Diaz Foundation,Foundation,Wollongong,NSW,donor1189@email.com,0433103570,2021-08-03,Recurring,N/A,N/A,N/A,54.7,76.7,0,0,Any,0
D01190,Noah Jackson,Individual,Cairns,QLD,donor1190@email.com,0425481681,2021-04-21,Social Media,46-55,Non-binary,Finance,86.6,27.5,1,1,Phone,0
D01191,Gomez Pty Ltd,Corporate,Gold Coast,QLD,donor1191@email.com,0428148672,2021-02-08,Recurring,N/A,N/A,N/A,72.2,32.2,0,0,Phone,0
D01192,Martin Pty Ltd,Corporate,Gold Coast,QLD,donor1192@email.com,0482343742,2021-09-13,Corporate,N/A,N/A,N/A,42.4,47.3,0,0,Mail,0
D01193,Owen Phillips,Individual,Ballarat,VIC,donor1193@email.com,0439596058,2022-05-20,Event,26-35,Female,Professional,55.8,38.3,0,1,Email,0
D01194,Zoe Garcia,Individual,Hobart,TAS,donor1194@email.com,0414443428,2020-10-09,Online,65+,Non-binary,Government,68.1,49.0,0,1,Email,0
D01195,Morales Foundation,Foundation,Melbourne,VIC,donor1195@email.com,0495501953,2020-11-26,Online,N/A,N/A,N/A,66.8,85.4,0,0,Email,0
D01196,Lucas Nelson Estate,Bequest,Darwin,NT,donor1196@email.com,0494670720,2021-07-05,Social Media,N/A,N/A,N/A,45.9,43.1,0,1,Email,0
D01197,Mason Gutierrez,Individual,Adelaide,SA,donor1197@email.com,0499676711,2020-03-28,Direct Mail,56-65,Non-binary,Education,39.1,46.0,0,0,Any,0
D01198,Samuel Carter,Individual,Ballarat,VIC,donor1198@email.com,0415925231,2020-02-11,Event,56-65,Male,Technology,27.6,48.7,0,0,Email,0
D01199,Riley Garcia,Individual,Gold Coast,QLD,donor1199@email.com,0430035090,2021-01-21,Online,36-45,Non-binary,Arts,36.5,42.9,0,1,Phone,1
D01200,Nguyen Holdings,Corporate,Adelaide,SA,donor1200@email.com,0484161109,2022-03-14,Social Media,N/A,N/A,N/A,21.3,31.2,0,1,Any,0
D01201,Levi Parker,Individual,Brisbane,QLD,donor1201@email.com,0418658992,2022-05-26,Social Media,36-45,Male,Other,61.4,42.7,0,0,Email,1
D01202,Natalie Davis,Individual,Mount Gambier,SA,donor1202@email.com,0483481208,2020-09-21,Recurring,56-65,Male,Education,77.9,41.5,0,1,Any,0
D01203,Gabriel Morris,Individual,Gold Coast,QLD,donor1203@email.com,0463698183,2020-06-07,Direct Mail,26-35,Male,Finance,44.9,37.8,0,0,Mail,0
D01204,Michael Johnson,Individual,Perth,WA,donor1204@email.com,0423971111,2022-01-12,Event,26-35,Prefer not to say,Retired,61.9,28.0,0,0,Mail,0
D01205,Allen Foundation,Foundation,Geelong,VIC,donor1205@email.com,0460152461,2021-10-08,Email,N/A,N/A,N/A,35.6,64.9,0,1,Email,0
D01206,Nguyen Holdings,Corporate,Gold Coast,QLD,donor1206@email.com,0413122454,2020-07-10,Recurring,N/A,N/A,N/A,36.2,100.0,0,1,Any,0
D01207,Bailey Holdings,Corporate,Canberra,ACT,donor1207@email.com,0413018823,2022-04-14,Recurring,N/A,N/A,N/A,6.3,39.4,0,1,Email,0
D01208,Young Foundation,Foundation,Wollongong,NSW,donor1208@email.com,0418258427,2020-05-17,Direct Mail,N/A,N/A,N/A,13.1,60.1,0,1,Mail,0
D01209,Chloe Martin Estate,Bequest,Geelong,VIC,donor1209@email.com,0457655811,2020-08-09,Online,N/A,N/A,N/A,58.7,91.1,0,0,Mail,0
D01210,Jackson Ortiz,Individual,Sydney,NSW,donor1210@email.com,0426613309,2021-09-06,Online,26-35,Male,Business Owner,28.5,57.9,0,0,Phone,0
D01211,Elizabeth Mitchell,Individual,Ballarat,VIC,donor1211@email.com,0414665068,2020-08-19,Recurring,26-35,Female,Finance,69.8,56.2,0,1,Email,0
D01212,Wright Services,Corporate,Darwin,NT,donor1212@email.com,0480393718,2021-05-27,Online,N/A,N/A,N/A,71.9,16.3,0,1,Email,0
D01213,Ortiz Foundation,Foundation,Brisbane,QLD,donor1213@email.com,0483784912,2020-04-19,Online,N/A,N/A,N/A,39.5,72.3,0,0,Email,0
D01214,Ellie Thompson,Individual,Mount Gambier,SA,donor1214@email.com,0493357007,2022-01-12,Online,65+,Non-binary,Other,87.3,19.5,1,1,Any,0
D01215,Ava Jones,Individual,Adelaide,SA,donor1215@email.com,0482374135,2021-10-16,Email,36-45,Male,Business Owner,52.3,29.6,0,0,Phone,0
D01216,Emma Turner,Individual,Darwin,NT,donor1216@email.com,0490794318,2022-01-10,Online,26-35,Prefer not to say,Healthcare,57.6,64.6,0,0,Email,0
D01217,Eleanor Jones,Individual,Cairns,QLD,donor1217@email.com,0481954799,2022-05-27,Recurring,18-25,Non-binary,Professional,48.7,36.9,0,0,Email,0
D01218,Scott Group,Corporate,Melbourne,VIC,donor1218@email.com,0416222119,2021-02-08,Corporate,N/A,N/A,N/A,3.1,78.2,0,0,Email,0
D01219,Noah Williams,Individual,Newcastle,NSW,donor1219@email.com,0421862128,2021-01-04,Email,26-35,Male,Arts,17.9,83.0,0,1,Email,0
D01220,Sofia Miller,Individual,Hobart,TAS,donor1220@email.com,0483858860,2020-12-30,Email,26-35,Female,Education,70.1,58.5,0,0,Email,0
D01221,Jacob Parker,Individual,Darwin,NT,donor1221@email.com,0484427853,2020-02-11,Telephone,26-35,Non-binary,Education,62.7,64.2,0,0,Any,0
D01222,Aubrey Bailey,Individual,Fremantle,WA,donor1222@email.com,0426661403,2020-08-27,Online,65+,Female,Finance,33.1,22.7,0,0,Mail,0
D01223,Oliver Carter,Individual,Melbourne,VIC,donor1223@email.com,0470815117,2020-07-05,Direct Mail,36-45,Male,Education,79.1,34.3,0,1,Phone,0
D01224,Evans Services,Corporate,Canberra,ACT,donor1224@email.com,0491156098,2021-11-03,Email,N/A,N/A,N/A,42.7,80.4,0,1,Any,0
D01225,Luke Turner,Individual,Perth,WA,donor1225@email.com,0451552908,2020-04-15,Direct Mail,46-55,Female,Retired,40.5,91.3,0,0,Phone,1
D01226,Jackson Allen,Individual,Brisbane,QLD,donor1226@email.com,0484881217,2020-02-26,Recurring,26-35,Prefer not to say,Finance,24.0,71.2,0,0,Any,0
D01227,Kelly Pty Ltd,Corporate,Hobart,TAS,donor1227@email.com,0440616453,2020-06-27,Recurring,N/A,N/A,N/A,49.9,28.5,0,0,Phone,0
D01228,Kelly Solutions,Corporate,Adelaide,SA,donor1228@email.com,0448211978,2021-07-28,Online,N/A,N/A,N/A,51.7,2.5,0,1,Mail,1
D01229,Hannah Scott Estate,Bequest,Sydney,NSW,donor1229@email.com,0489257196,2022-04-03,Online,N/A,N/A,N/A,56.6,38.5,0,1,Phone,0
D01230,Gabriel Evans,Individual,Cairns,QLD,donor1230@email.com,0467170552,2022-04-29,Recurring,46-55,Non-binary,Finance,55.3,81.4,0,0,Phone,0
D01231,Amelia Thompson,Individual,Fremantle,WA,donor1231@email.com,0478321018,2020-09-03,Recurring,26-35,Non-binary,Finance,20.6,27.5,0,0,Email,0
D01232,Jackson Smith,Individual,Wollongong,NSW,donor1232@email.com,0425674475,2022-06-25,Event,18-25,Prefer not to say,Other,1.0,100.0,0,1,Any,0
D01233,Daniel Morgan,Individual,Ballarat,VIC,donor1233@email.com,0497011366,2020-03-08,Online,56-65,Non-binary,Professional,45.2,56.0,0,0,Mail,0
D01234,Wright Foundation,Foundation,Ballarat,VIC,donor1234@email.com,0480035846,2021-02-21,Online,N/A,N/A,N/A,55.9,1.0,0,0,Any,0
D01235,Zoey Harris,Individual,Newcastle,NSW,donor1235@email.com,0462443962,2021-05-22,Online,65+,Non-binary,Education,24.8,62.3,0,0,Any,0
D01236,Green Enterprises,Corporate,Mount Gambier,SA,donor1236@email.com,0422357361,2020-05-20,Online,N/A,N/A,N/A,35.7,76.4,0,1,Any,0
D01237,Darwin City Council,Government,Darwin,NT,donor1237@email.com,0418964953,2020-06-13,Email,N/A,N/A,N/A,7.4,26.8,0,1,Mail,0
D01238,Daniel Jackson,Individual,Cairns,QLD,donor1238@email.com,0432984583,2020-05-15,Online,26-35,Prefer not to say,Healthcare,66.7,43.8,0,0,Any,0
D01239,Henry Peterson,Individual,Ballarat,VIC,donor1239@email.com,0466626400,2020-01-01,Recurring,26-35,Male,Business Owner,39.8,62.0,0,0,Mail,0
D01240,Dylan Hill,Individual,Darwin,NT,donor1240@email.com,0445513832,2022-07-01,Corporate,18-25,Female,Healthcare,41.7,31.8,0,0,Phone,0
D01241,Anthony Allen,Individual,Fremantle,WA,donor1241@email.com,0437499912,2020-10-18,Corporate,56-65,Male,Business Owner,64.7,49.4,0,1,Email,0
D01242,Sydney City Council,Government,Sydney,NSW,donor1242@email.com,0432859720,2022-01-28,Email,N/A,N/A,N/A,57.5,14.1,0,1,Email,0
D01243,Joshua Kelly,Individual,Wollongong,NSW,donor1243@email.com,0433034395,2020-09-24,Recurring,56-65,Female,Business Owner,1.0,41.8,0,0,Mail,0
D01244,Reyes Solutions,Corporate,Darwin,NT,donor1244@email.com,0482391660,2022-02-15,Corporate,N/A,N/A,N/A,16.5,71.0,0,0,Email,0
D01245,Joseph Green,Individual,Wollongong,NSW,donor1245@email.com,0489002110,2021-04-05,Recurring,18-25,Non-binary,Healthcare,54.2,48.7,0,0,Any,0
D01246,Ava Flores,Individual,Sydney,NSW,donor1246@email.com,0459001054,2022-04-06,Recurring,46-55,Female,Finance,71.5,85.3,0,1,Any,0
D01247,Anderson Group,Corporate,Ballarat,VIC,donor1247@email.com,0462795451,2020-12-23,Online,N/A,N/A,N/A,44.5,63.0,0,1,Mail,0
D01248,Lillian Ramos,Individual,Fremantle,WA,donor1248@email.com,0433382705,2022-01-20,Recurring,18-25,Non-binary,Finance,76.0,66.0,0,0,Phone,0
D01249,Sophia Phillips Estate,Bequest,Mount Gambier,SA,donor1249@email.com,0493676297,2022-03-02,Recurring,N/A,N/A,N/A,43.9,33.3,0,0,Mail,0
D01250,Logan Kelly Estate,Bequest,Melbourne,VIC,donor1250@email.com,0491224076,2022-05-21,Email,N/A,N/A,N/A,47.4,55.7,0,1,Phone,0
D01251,Aiden Carter Estate,Bequest,Canberra,ACT,donor1251@email.com,0455328139,2021-10-25,Peer-to-Peer,N/A,N/A,N/A,78.3,87.7,0,1,Email,0
D01252,Zoe Carter,Individual,Perth,WA,donor1252@email.com,0470073059,2020-07-02,Online,46-55,Male,Government,52.3,81.2,0,0,Phone,0
D01253,Lillian Young,Individual,Wollongong,NSW,donor1253@email.com,0491930786,2021-10-04,Online,46-55,Male,Other,38.5,26.2,0,0,Any,0
D01254,Evelyn Cooper,Individual,Canberra,ACT,donor1254@email.com,0496343023,2021-05-20,Recurring,26-35,Non-binary,Arts,55.6,49.7,0,0,Email,0
D01255,Gutierrez Group,Corporate,Wollongong,NSW,donor1255@email.com,0458366333,2021-12-13,Event,N/A,N/A,N/A,49.4,56.1,0,1,Any,0
D01256,Evans Pty Ltd,Corporate,Fremantle,WA,donor1256@email.com,0433609865,2020-05-07,Online,N/A,N/A,N/A,71.2,96.6,0,1,Mail,0
D01257,Natalie Flores,Individual,Cairns,QLD,donor1257@email.com,0495671339,2022-04-26,Online,46-55,Prefer not to say,Healthcare,56.7,30.9,0,0,Phone,0
D01258,Cooper Group,Corporate,Cairns,QLD,donor1258@email.com,0486852328,2020-07-18,Email,N/A,N/A,N/A,8.7,34.6,0,1,Mail,0
D01259,Penelope Thomas,Individual,Cairns,QLD,donor1259@email.com,0433066281,2020-12-17,Online,56-65,Non-binary,Government,9.6,92.2,0,0,Phone,0
D01260,Zoey Miller,Individual,Gold Coast,QLD,donor1260@email.com,0475717309,2021-01-13,Telephone,26-35,Male,Arts,17.3,95.9,0,0,Any,1
D01261,Penelope Cook,Individual,Fremantle,WA,donor1261@email.com,0478761110,2020-07-17,Online,46-55,Non-binary,Education,40.3,82.7,0,1,Email,1
D01262,Sydney City Council,Government,Sydney,NSW,donor1262@email.com,0454777065,2020-06-17,Recurring,N/A,N/A,N/A,73.2,58.8,0,0,Mail,0
D01263,White Foundation,Foundation,Ballarat,VIC,donor1263@email.com,0453858035,2020-03-31,Event,N/A,N/A,N/A,40.0,74.5,0,1,Phone,0
D01264,Sofia Morgan,Individual,Wollongong,NSW,donor1264@email.com,0416146121,2022-03-28,Online,46-55,Prefer not to say,Arts,15.1,71.8,0,0,Mail,1
D01265,Edwards Pty Ltd,Corporate,Newcastle,NSW,donor1265@email.com,0457494219,2022-02-27,Direct Mail,N/A,N/A,N/A,51.4,43.5,0,0,Any,0
D01266,Roberts Services,Corporate,Sydney,NSW,donor1266@email.com,0474157929,2021-09-11,Recurring,N/A,N/A,N/A,48.8,36.8,0,0,Mail,0
D01267,Harper Ramos,Individual,Adelaide,SA,donor1267@email.com,0465769166,2020-11-28,Online,36-45,Prefer not to say,Finance,67.4,25.0,0,1,Any,0
D01268,Abigail Wilson,Individual,Cairns,QLD,donor1268@email.com,0494848743,2022-01-28,Direct Mail,46-55,Non-binary,Arts,62.7,37.4,0,0,Any,1
D01269,Cooper Solutions,Corporate,Fremantle,WA,donor1269@email.com,0425925976,2021-05-29,Direct Mail,N/A,N/A,N/A,84.7,95.6,1,1,Any,1
